content_id,name,address,content_type_id,city,lat,lng,image_url,overview,tel,homepage,pet_acmpy_type,pet_acmpy_animal,pet_need,pet_etc_info,pet_facility,open_hours,closed_days,parking
2714222,스누피가든,제주특별자치도 제주시 구좌읍 금백조로 930,12,제주특별자치도,33.44337164886826,126.77860501008234,https://tong.visitkorea.or.kr/cms/resource/87/3354387_image2_1.jpg,"스누피 가든 하우스는 감정에 솔직하고 개성 있는 피너츠 친구들을 만나 그들 간의 상호 관계를 통한 공감과 위로의 메시지를 얻는 곳이다. 가든 하우스의 테마홀은 피너츠 에피소드에 담긴 일상의 이야기와 ‘Peanuts, Nature & Life’를 주제로 나의 일상을 연결할 수 있는 공간이다. 5개의 테마홀과 카페 스누피, 피너츠 스토어에서 걷고, 보고, 먹고 쉬면서 피너츠 캐릭터를 통해 지금의 나에게 휴식과 위로의 메시지를 건네어보길 바란다. 매주 수요일은 반려동물데이로, 반려동물과 동반입장이 가능하다. 반려동물과 동반 시야 외 가든에선 목줄을 착용해야 하며, 실내(전시관, 카페, 스토어)에선 케이지/슬링백/반려동물 유모차 탑승이 필수이다.",,https://www.instagram.com/snoopygardenkorea,일부구역 동반가능,전 견종 동반 가능,"목줄 착용,반려동물 유모차 탑승",- 매주 수요일만 반려동물 동반 데이로 동반 가능- 실내의 경우 이동장 필수- 배변봉투 지참 및 배변처리 필수,,09:00~19:00 (입장마감 : 종료 1시간 전),연중무휴,가능
3026443,나주 우습제,전라남도 나주시 공산면 나주서부로 1362 일원,12,전라남도,34.937586686759474,126.58270997711348,https://tong.visitkorea.or.kr/cms/resource/94/3346694_image2_1.JPG,"우습제는 나주시 공산면 동촌리와 동강면 인동리에 걸쳐 있는 저수지로 국도 23호선과 인접해 있어 찾아가기 쉽다. 우습제는 약 300년 전에 조성한 것으로 알려지는데 현재의 모습으로 재 축조된 것은 1943년이다. 주민들에게는 ‘소소리 방죽’이라는 이름으로 불리고 있는데, 제방에 소들을 맸던 데서 유래한다고 하며 한자로 풀어 우습제(牛拾提)라는 이름이 붙었다. 약 43만㎡에 이르는 면적에 국내 최대 규모로 분홍색의 홍련이 자생하는 연못으로, 백련으로 유명한 무안의 회산 백련지보다 더 큰 규모를 자랑하지만 외부에 덜 알려져 있다. 7월 하순부터 8월 말까지 만개하는 귀한 홍련을 우습제 데크길을 이용하여 마음껏 즐길 수 있는 곳이다. 또한 생태 환경이 우수해 큰고니와 다양한 철새들이 찾아든다. 주변의 우습제 둘레길에는 능소화와 백일홍 등 여러 종류의 꽃들이 식재되어 있어 또 다른 느낌의 우습제를 감상할 수 있다. 옛 지도에는 우습교제(牛十橋堤)라고 적혀 있으며 둘레 7,000척(약 2.1㎞), 깊이 7척(약 2.1m)에 이르렀다고 한다. 겨울철에는 조류인플루엔자 차단을 위해 출입 자제를 권고하고 있다.",,https://www.naju.go.kr,일부구역 동반가능,전 견종 동반 가능,,"- 맹견의 경우, 입마개 착용 필수- 배변봉투 지참 및 배변처리 필수",,상시 개방,연중무휴,가능
128611,서울숲,서울특별시 성동구 뚝섬로 273,12,서울특별시,37.543071581483325,127.04179844597822,,"서울숲은 1908년 설치된 서울 최초의 상수원 수원지였으며, 2005년에 뚝섬체육공원 일대를 대규모 도시 숲으로 만들기 위해 새롭게 개원하였다. 현재는 문화예술공원, 체험학습원, 생태숲, 습지생태원 네 가지의 특색 있는 공간들로 구성되어 있으며, 한강과 맞닿아 있는 다양한 문화여가공간을 제공한다. 또한 서울숲공원은 조성부터 프로그램 운영까지 시민의 참여로 이루어진 최초의 공원이다.",,https://parks.seoul.go.kr/,일부구역 동반가능,전 견종 동반 가능,"입마개 착용,목줄 착용","- 실내시설 동반불가- 맹견의 경우, 입마개 착용 필수- 배변봉투 지참 및 배변처리 필수",,[서울숲]상시 개방[생태숲]05:30~21:30[곤충식물원] - 하절기(3월~10월) 10:00~17:00 (입장마감 16:30)- 동절기(11월~2월) 10:00~16:00 (입장마감 15:30)[나비정원]10:00~17:00 (입장마감 16:30)※ 나비정원은 5월~10월에만 운영,- 서울숲/생태숲 : 연중무휴- 곤충식물원/나비정원 : 매주 월요일,가능 (211대)
1919548,순천만국가정원,전라남도 순천시 국가정원1호길 47 (오천동),12,전라남도,34.92860320639828,127.4996986297289,,"세계 5대 연안습지 중 하나인 대한민국 제1호 국가정원이다. 순천만을 보호하기 위하여 조성한 순천만국가정원의 순천 도사동 일대 정원 부지 112만㎡(34만 평)에는 나무 505종 79만 주와 꽃 113종 315만 본이 식재되어 있다. 봄이 되면 튤립과 철쭉 등이 꽃망울을 터뜨려 장관을 이룬다. 또 나눔의 숲 주변 3만㎡는 유채꽃 단지로 조성했는데, 5월 중순 일제히 만개해 노란 물결이 일렁인다. 시는 주요 동선에 팽나무와 느티나무 등 5만 주를 심어 자연 그늘막을 만들었다. 순천만 정원과 순천문학관 구간(4.64㎞)을 오가는 소형 무인궤도 열차(PRT)도 운행을 하고 있다. 정원을 충분히 둘러본 탐방객은 PRT를 타고 문학관으로 이동해 하차한 뒤 순천만 초입 무진교까지 1.2㎞거리를 갈대열차로 옮겨 타 이동하면 된다. 순천만국가정원과 습지를 이어주는 하늘택시 스카이큐브 등 친환경 교통수단도 운영한다.

◎ 한류의 매력을 만나는 여행 정보 - 예능 
동갑내기 친구 ‘구구단’ 미나와 ‘위키미키’ 유정이 스무 살 봄꽃 여행을 테마로 떠난 장소다. 순천 여행을 직접 계획했던 유정은 튤립, 유채꽃이 가득한 정원을 거닐다 소품으로 준비해간 비누방울을 불며 인생사진을 남겼다.",,https://scbay.suncheon.go.kr/garden,일부구역 동반가능,"맹견 제외 체중 12kg 미만, 체고 40cm 미만, 4개월령 이상 10세 미만의 동물등록을 마친 전 견종 동반 가능",목줄 착용,반려견놀이터 외 순천만국가정원 주요 관광지는 동반 불가,반려견놀이터,[10월~6월]- 09:00~20:00- 입장마감 19:00[7월~9월]- 09:00~21:00- 입장마감 19:00,매월 마지막 주 월요일,가능
127197,일산호수공원,경기도 고양시 일산동구 호수로 595 (장항동),12,경기도,37.657058,126.763855,,"일산호수공원은 일산신도시 택지개발사업과 연계하여 조성한 근린공원이다. 국내 최대의 인공호수를 만들어 도시인이 접할 수 없는 자연생태계를 재현하고 다양한 주변경관 및 호수를 이용한 레크레이션 공간을 제공하고 있다. 특히 호수를 중심으로 한 4.7㎞의 자전거도로와 메타세쿼이아길 등 9.1㎞의 산책로는 시민들이 특별히 좋아하는 장소이다. 이외에도 생태자연학습장, 조형예술품, 선인장전시관 등이 다양한 생태문화시설이 조성되어 있다. 또한 매년 고양국제꽃박람회, 가을꽃축제, 호수예술축제 등이 개최되는 등 국내는 물론 세계적인 명소로 자리 잡아가고 있는 공원이다.

◎ 한류의 매력을 만나는 여행 정보 - 드라마 
도시인들이 접하기 어려운 자연을 인공적으로 만든 공원으로 동양 최대의 인공 호수, 인공섬, 잔디광장 등을 비롯해 100여 종의 야생화와 20만여 그루의 수목이 있어 휴식을 취하기 좋다. 고아인이 복잡한 마음을 가라앉히며 산책하다 정재훈을 만나 기운을 차린 곳이다.",,http://www.goyang.go.kr/park,전구역 동반가능,전 견종 동반 가능,목줄 착용,"- 맹견의 경우, 입마개 착용 필수- 배변봉투 지참 및 배변처리 필수",,상시 개방,연중무휴,가능
2606236,옥연지 송해공원,대구 달성군 옥포읍 기세리 306,12,대구,35.7803311880836,128.480280558023,,"옥연지 송해공원은 달성군 명예군민인 방송인 송해 선생님의 이름을 따 명칭한 공원이다. 계절마다 다양한 꽃을 볼 수 있는 이곳은 다양한 꽃과 식물뿐만 아니라, 둘레길 데크, 백년수중다리, 바람개비 쉼터, 전망대, 금동굴, 얼음빙벽 등 다양한 볼거리로 조성되어 있다. 특히 봄에 방문한다면 만개하는 벚꽃길로 유명하고 호수와 풍차, 튤립이 어우러진 이색적인 풍경을 감상할 수 있다. 인근에는 송해기념관이 자리하여 함께 관광하기 좋다.",,,일부구역 동반가능,전 견종 동반 가능,목줄 착용,"- 백세정주변 호수가, 데크길은 동반 불가- 맹견의 경우, 입마개 착용 필수- 배변봉투 지참 및 배변처리 필수",,상시 개방,연중무휴,가능
1624755,설봉공원,경기도 이천시 경충대로2709번길 128 (관고동),12,경기도,37.27966828086488,127.4278678614609,https://tong.visitkorea.or.kr/cms/resource/76/3541476_image2_1.jpg,"이천의 대표적인 공원인 설봉공원에서는 세계도자비엔날레와 이천도자기축제, 이천쌀문화축제가 개최된다. 
공원 내에는 이천시립박물관, 이천시립월전미술관, 이천무형유산전수교육관 등의 문화시설이 있어 둘러보기 좋다. 또한, 인공암벽장 및 썰매장 같은 레포츠시설도 이용할 수 있다. 
봄에는 만개한 벚꽃 및 튤립과 가을에는 울긋불긋한 단풍이 아름다워 산책하기 좋다. 
제1주차장 쪽에 이천종합관광안내소가 있어 필요시 관광 정보를 얻을 수 있다.",,https://www.icheon.go.kr/tour,전구역 동반가능,전 견종 동반 가능,목줄 착용,"- 맹견의 경우, 입마개 착용 필수- 배변봉투 지참 및 배변처리 필수",,상시 개방,연중무휴,가능
3022743,화정중앙공원,경기도 고양시 덕양구 화신로 266-1 (화정동),12,경기도,37.6309452000956,126.8318110416474,https://tong.visitkorea.or.kr/cms/resource/27/3022727_image2_1.jpg,화정중앙공원은 3호선 화정역에서 도보 5분 거리 이내에 있는 공원으로 하마 마켓이라는 플리마켓도 열리고 공원 안에 하마 동상도 있어서 하마공원이라고도 한다. 4월부터 11월까지 격 주로 화정중앙공원과 덕양구청 가로수길에서 총 4일간 하마 마켓이 열린다. 핸드메이드 마켓의 줄임말이라고 한다. 평상시에는 사람들이 많지 않아 한적하고 분수 놀이터가 있어 아이들이 더위를 식히며 신나게 놀 수 있다. 산책길도 잘 조성되어 있어 차분히 걸으며 여유를 즐길 수 있다. 그늘도 많아 중간중간 쉬어갈 수 있고 가벼운 산책을 하기 좋다. 물놀이터인 바닥분수는 운영시간이 정해져 있어서 확인하고 가는 것이 좋다. 어느 방향에서나 출입할 수 있게 트여있고 가운데에 분수 놀이터인 바닥분수가 있다. 바닥분수 근처에 그늘막(벤치)과 화장실이 있지만 샤워실은 없으니 보호자가 집에서 수건과 옷가지를 챙겨 가는 걸 추천한다. 또한 깊이가 조금씩 다르니 보호자가 곁에서 살펴주는 것이 안전사고 예방에 도움이 되고 위나 아래에서 갑자기 나오는 물줄기에 영유아가 놀라지 않게 살펴야 한다. 수질 관리는 잘 되어있는 편이며 근처에 편의점이나 대형마트가 있어서 장을 보거나 간식을 먹기 좋다.,,,일부구역 동반가능,전 견종 동반 가능,목줄 착용,"- 맹견의 경우, 입마개 착용 필수- 배변봉투 지참 및 배변처리 필수",,상시 개방,연중무휴,불가능
3022888,양지파인펫파크,경기도 용인시 처인구 양지면 남평로 112,12,경기도,37.214323,127.295876,https://tong.visitkorea.or.kr/cms/resource/13/3040713_image2_1.jpg,"양지파인리조트 스키장 내 위치한 양지파인펫파크는 1,300여 평의 천연 잔디 운동장이 있는 애견카페이다. 양지파인리조트 스키장에서 운영하며 반려견 동반 객실 펫룸과 리조트 내 시설을 연계 이용할 수 있다. 넓은 천연 잔디 운동장과 애견과 견주가 편히 쉴 수 있는 대형 파라솔 및 캠핑 의자, 테이블, 해먹이 마련돼 있다. 동절기에는 몸을 녹일 수 있는 실내 애견 운동장을 추가 운영하며, 양지파인펫파크 내부에 펫 카페 ‘따추’에 음료와 간단한 간식 등을 먹을 수 있다. 외부 음식 반입은 허용되지 않는다.",,https://www.instagram.com/yangji_petpark,일부구역 동반가능,- 맹견 제외 전 견종 동반가능,"자유이용,목줄 착용","- 펫파크만 동반 가능하며 리조트 동반 입실 불가- (월~수) 대형견 입장 가능_40cm, 10kg 이상- (목~일) 소형견 입장 가능_40cm, 10kg 미만",,10:00~18:00※ 월요일~화요일에는 대형견 입장 가능※ 수요일~일요일에는 소형견 입장 가능,연중무휴,가능
3078282,비비하우스,경기도 고양시 일산동구 백마로 508 (풍동) 1-2층,39,경기도,37.662248,126.804463,,"일산에 있는 비비하우스는 브런치와 베이커리를 취급하는 대형카페이다. 다양한 색감을 과감하게 사용하여 비비드 한 느낌을 주며, 다채로운 색상의 통창이 채광을 만들어내 카페의 분위기를 더욱 독특하고 이색적으로 만들어준다. 알록달록한 실내 인테리어 덕분에 사진을 감각적인 사진을 찍기 좋다.
1층부터 3층까지의 공간이 마련되어 있으며 대형카페답게 자리와 주차 모두 여유로워 주말에도 편안하게 찾을 수 있다는 장점이 있다. 커피는 물론 프라페, 칵테일, 에이드 등의 음료 그리고 파스타, 샐러드, 애피타이저 등 다양한 음식을 1만 원 중후반대의 가격으로 만나볼 수 있다. 빵 나오는 시간이 맞으면 바로 구워져 나오는 따뜻한 빵들도 만나볼 수 있으며, 유아용 의자가 준비되어 있어 아이들과 함께 방문하기에도 좋다.",,,일부구역 동반가능,,,"동반가능 (단, 개목줄 착용, 배설물 처리를 위한 비닐봉지 등을 구비한 이용객에 한하여 허용), 불가(안내견만 가능) 등 기재",,10:00~22:00,연중무휴※ 전시 준비 기간에는 휴무이므로 전화 문의 후 방문 요망,가능
126313,우수영관광지,전라남도 해남군 문내면 관광레저로 12,12,전라남도,34.5726489138229,126.3101440031,,"1597년 충무공이 이룩한 명량대첩을 기념하기 위해 옛 성지의 모습이 그대로 보존된 곳으로 1986년 국민관광지와 1991년 명량대첩 기념 공원으로 조성하여 명량대첩의 역사적 산 교육장으로 활용되고 있다. 울돌목이 바라다 보이는 위치에 거북배 등 다양한 체험 공간을 활용해 10월에는 전라남도 축제로 명량대첩 축제와 주말에는 명량역사 체험마당 등 다양한 볼거리와 체험 프로그램을 운영하고 있다.
공원 곳곳에는 임진왜란 당시 의병과 관군들의 전투 모습을 조각한 상들이 배치되어 생생한 감동을  공원 내 전망대에 서면 명량해협과 진도대교를 비롯하여 명량대첩 탑, 명량대첩비 탁본, 어록비, 충무공 유물전시관 등의 시설물들이 보인다.",,해남군 문화관광 http://tour.haenam.go.kr,일부구역 동반가능,전 견종 동반 가능,목줄 착용,"- 실외는 목줄 착용 시 자유롭게 이동 가능- 실내는 동반 불가- 맹견의 경우, 입마개 착용 필수- 배변봉투 지참 및 배변처리 필수",,09:00~17:30,연중무휴,가능
